task_id,task_name,description_output,confidence
30,1cf80156.json,"To make the output, you have to... you have to you need to make sure the colored image is exactly",10.0
30,1cf80156.json,"To make the output, you have to...common pattern",
31,1e0a9b12.json,"To make the output, you have to...1st row bottom square is purple. 2nd row bottom 3 squares green. 3rd row all black. 4th row bottom 2 square blue. 5th row bottom square red.",
31,1e0a9b12.json,"To make the output, you have to...Move every color down to the bottom row. If there are multiple colors fill grid going vertically. Fill going vertically the same color.",7.0
31,1e0a9b12.json,"To make the output, you have to...move all pixels down. The colors do not change. Simply move all pixels down until they sit on top of each other. There should not be any black pixels between the same color in a column.",8.0
31,1e0a9b12.json,"To make the output, you have to... think of the grid as a black field and as the colored squares as being objects floating in space. Gravity is suddenly turned on and all of the block fall vertically to the bottom.  That produces the correct output grid.",10.0
31,1e0a9b12.json,"To make the output, you have to...move each color block to the bottom, think like the game where you line up blocks to create lines to get point after point.",9.0
31,1e0a9b12.json,"To make the output, you have to... move the squares downward toward the bottom of the grid. All squares of the same color should rest on top of the other squares of the same color in a column, with the bottom of each column on the bottom row of the grid. The rest of the squares remain black.",4.0
32,1e32b0e9.json,"To make the output, you have to...use the shape that's in the top left box and replicate that in all the other boxes, but leave the color that is already there, and use the other color, the one that is dividing the 9 boxes, to complete the shapes in the rest of the boxes",7.0
32,1e32b0e9.json,"To make the output, you have to...replicate what is inside of the top left 5x5 grid throughout the rest of the 8 grid left. The color of these additional blocks should match the color of the block cut line.",9.0
32,1e32b0e9.json,"To make the output, you have to...take what is in the up left space and put that pattern in all 9 spaces but in the same color as the grid. If a space has a pattern in it already, leave those blocks the same color as you fill in the rest of the first pattern around it in the grid color.",7.0
32,1e32b0e9.json,"To make the output, you have to...Take the shape in the upper left space of the grid and copy that pattern in all 9 spaces. If a space in your input has a shape in it, leave those blocks as the same color. Make the other shapes in the output the same color as the colored grid in the input.",7.0
